raw_text,source
Ice t grentea 22.000 1x Rp. 22.000 22.000 Rp. 52.000 30.000 1Q,CORD-v2
"WACOM BAMBOO PEN 043026001 975,000.00 1 975,000.00 975,000.00 1",CORD-v2
"GIGA Rp 57,000 CUP GIGA CHEESE S. CREAM Rp 57,0000 Rp 57,000",CORD-v2
4-Chunks 20.000 1 20.000 20.000 20.000 1,CORD-v2
"BBQ Chicken 1 41,000 Tidak Pedas 1 0 41,000 41,000 41,000 1",CORD-v2
"BOLU KUKUS PX @13000 3X -11,700 39,000 PLASTIK SEDANG @0 1X 0 27,300 27,300 50,000 22,700 4.00xITEMs",CORD-v2
"S-Matcha Macchiato @25,000 2X 50,000 100%, Less Ice S-Ovaltine Macchiat @22,000 2X 44,000 Less Ice 100% 94,000 100,000 6,000",CORD-v2
"KFC DAY 1 34,545 CHARGE TA 1 909 35,454 3,546 39,000 100,000 61,000 2",CORD-v2
"DEPT04 24,000 DEPT01 22,000 46,000 50,000 4,000",CORD-v2
"PAKET CHICKEN 4 29,000 1 29,000 KOREAN COLD TEA 9,000 1 9,000 38,000 1,900 3,990 43,890 50,000 6,110",CORD-v2
"PR ORIGINAL 150gr 1 75,000 F.FRIES (M) 1 0 ES TEH MANIS 1 10,000 MUSHROOM SAUCE 1 0 85,000 4,250 8,925 98,175",CORD-v2
Butter croissant 14.000 1x (4.200) 14.000 Almond Croissant 28.000 1x (8.400) 28.000 Mini Chocolate Donut 12.000 1x (3.600) 12.000 Rp 37.800 Rp 3.780 Rp 41.580 Rp 41.580,CORD-v2
Arem Arem 12.000 1x 12.000 12.000 1.200 13.200 13.200,CORD-v2
"THAI ICED TEA (L) 16,363 1 16,363 16,363 1,636 17,999 1",CORD-v2
A Chicken 1 21.000 +Monster +A +Cheese 21.000 21.000 21.000 0,CORD-v2
"TT @20,000 1 20,000 20,000 50,000 30,000",CORD-v2
"RISOL ROGUT @9,000 2X -5,400 18,000 MIKA KCL 0 PLASTIK 25 0 12,600 12,600 100,700 88,100",CORD-v2
"Choco Cheese 1 -2,045 13,636 13,636 -2,045 1,159 12,750 12,750",CORD-v2
"CARAMELALMOND 23,000 1 23,000 *CARAMEL DIP* 0 1 0 23,000 23,000 50,000 27,000",CORD-v2
"TRIPPLE CHEESE 17,000 2 34,000 34,000 34,000 50,000 16,000",CORD-v2
"Coffee Rocksalt [R] 1 28,000 PEARL 1 4,000 ICED NUTELLA LATTE [R] 1 30,000 PEARL 1 4,000 ICED MOCHA LATTE [R] 1 30,000 PEARL 1 4,000 100,000 100,000",CORD-v2
"XXL Crspy Chicken 1 40,000 - Pedas 1 0 40,000 40,000 50,000 10,000 1",CORD-v2
"MANUKA HONEY -38,500 385,000 346,500 346,500",CORD-v2
Ice Kokofie 1 20.000 20.000 20.000 100.000 80.000,CORD-v2
"HAZELNUT ALM 15,000 CAPPUCINO CI 14,000 TIRAMISU CIN 14,000 -25,000 18,000 50,000 32,000",CORD-v2
Spaghetti Bini Muda (Bol ognese) - DINE IN 1 19.000 French Fries - DINE IN 1 12.000 Mineral Water - DINE IN 1 7.000 38.000 50.000 12.000,CORD-v2
"KUPAT TAHU 0512100 19,000 2 38,000 MIE KOCOK 0515103 29,000 3 87,000 125,000 12,500 137,500 150,000 12,500",CORD-v2
"GARISH PC LA12392NVS 259.000 PLASTIK BAG;: 000 PC HP66000 0 259.000 -259,000 2",CORD-v2
"109.NG NANAS 1 49,800 DE13.PSANG IJO MDM 1 29,800 CT12.BLK JELY KPI IC 1 29,800 109,400 7,658 11,706 128,764 4 :4",CORD-v2
"CHOCO CHIP 13,000 2 X 26,000 CHOCO BANANA 14,000 3 X 42,000 CRISPY CHOCO 14,000 CRISPY CHOCO 14,000 CHOCBAN CUP 12,000 3 X 36,000 RED VELVET 16,000 2X 32,000 164,000 16,400 147,600 147,600",CORD-v2
"SAUSAGE AND SALAMI 1 62,000 GREEN MONSIEUR 1 57,000 ADD 1 W. ORIGINAL 1 12,000 131,000 7,860 13,886 152,746",CORD-v2
"ROASTED MT ( R ) 1 21,000 GRASS JELLY ( R ) 4,000 ICE NO 0 SUGAR HALF 0 25,000 -2,500 22,500 4,500 18,000 1",CORD-v2
"Peanut & Cheese 1 13,636 13,636 1,364 15,000 20,000 5,000",CORD-v2
"PAIN AU CHOCOLATE 2 22,000 APPLE PIE 1 11,000 REDBEAN BREAD 1 9,000 42,000 100,000 58,000",CORD-v2
"[RICHE] WHITE SKIMM 1 52,727 PEACH 1 0 LYCHEE 1 0 LONGAN 1 0 ROASTED ALMOND 1 0 YELLOW VELVET 1 0 YELLOW VELVET 1 0 52,727 5,273 58,000 58,000",CORD-v2
"ALMOND CROSSIANT 1 13,500 13,500 13,500 0",CORD-v2
"Double Choco Crispy 1 14,091 14,091 1,409 15,500 15,500",CORD-v2
"Smoke Beef + Aqua 1 21,818 21,818 2,182 24,000 25,000 1,000",CORD-v2
"PREMIUM TOAST PAN BREAD 1 24,000 24,000 50,000 26,000",CORD-v2
"SOONDUBU CHIGE 1 75,000 JAP CHAE 1 105,000 GOCHUJANG SAMGYEOPSAL 1 120,000 300,000 0 21,000 30,000 351,000 0 351,000",CORD-v2
LAY'S NORI SEAWD 55G 8800 1 8.800 QTELA KRP/TMPE ORI55 6900 1 6.900 SOSRO TEH BOTOL 350 3500 2 7.000 PUCUK/H TEH L/SGR350 3600 1 3.600 AQUA AIR MINERAL 600 3500 2 7.000 PEDULI DISABILITAS 200 1 200 33.500 30.273 200 3.027 33.500 50.000 16.500,CORD-v2
"Kupon 7 42,727 MINERAL WATER 8,182 50,909 5,091 56,000 56,000",CORD-v2
"BAK MANDI (BAK MANDI TAIWAN BESAR) 500900014 125,000 TATAKAN MANDI (JARING MANDI JALA) - 502100007 50,000 BAJU ATASAN(PETITE MIMI ROMPER 3D FOREST / RM0003) 1000600098 53,000 ACCESORIES(SUN BABES PENUTUP MATA) 804100017 27,500 KAPAS (KAPAS MEDISOFT COTTON BALL 120) 8991038772194 7,000 3 21,000 JOIE KUBBIE(BABY BOX) 901800109 1,100,000 1,376,500 8",CORD-v2
"BUDS CALMING TUMMY RUB CREAM 30ML(TOILETRIES) BU350003 200,000 BUDS PRECIOUS NEWBORN CREAM 75ML(TOILETRIES) BU350012 235,000 BUDS PRECIOUS NEWBORN HEAD TO TOE CLEANSER 250ML(TOILETRIES) BU350009 270,000 705,000 3",CORD-v2
"CRISPY APPLE RAISIN PASTR 1 11,500 PAIN AU CHOCOLATE 1 11,000 REDBEAN BREAD 1 9,000 31,500 52,000 20,500",CORD-v2
"PEPPERONI 23,000 1 x 23,000 ALMOND CREAM CHEESE 28,000 1 x 28,000 51,000 51,000 0 51,000",CORD-v2
"CK.MANTAP A 25,455 1 25,455 CHEESE B 20,455 2 40,909 TAKE AWAY 909 1 909 67,273 6,727 74,000 74,000 100,000 26,000",CORD-v2
"TARO 1 18,182 18,182 1,818 20,000 50,000 -30,000 1",CORD-v2
"1216 DPR BATB SD ENCHANTED ROS DPHB9169 164700.00 1 164700.00 1216 GGM 12"" TTN HERO YONDU AVSC0312 74700.00 1 74700.00 0217 GGM 12"" TITAN HERO GAMORA AVSC2769 74700.00 1 74700.00 314100.00 314100.00",CORD-v2
"NASI PUTIH 6,000 1 6.000 BASO KUAH 43,636 1 43,636 49,636 4,964 54,600 54.600 0",CORD-v2
"CARAMELALMOND 23,000 1 x 23,000 *CARAMEL DIP* 1 x 0 0 23,000 23,000 50.000 27,000",CORD-v2
"CHICKEN KATSU CURRY UDON 1 46,364 46,364 4,636 51,000 0 [51,000]",CORD-v2
"AYAM @10000 2X 20,000 DONAT AYAM @10000 2X 20,000 ROTI SISIR @17727 1X 17,727 BANANA SPLIT @9545 3X 28,635 DONATCOKLAT @10000 4X 40,000 TIGER ROLL PTG @8636 1X 8,636 MARMER CAKE PTG @6818 1X 6,818 BOLU HAWAI PTNG @ 5909 1X 5,909 BANANA CAKE PTG @6818 1X 6,818 MANDARIN CAKE PTG @8182 2X 16,364 LAPIS SURABAYA PTG @16818 2X 33,636 CAKE PITA @11818 1X 11,818 PLASTIK TENTENG KECIL @0 2X 0 216,361 21,636 237,997 300,000 62,003 23.00xITEMs",CORD-v2
"CINNAMON SUGAR 17,000 1 17,000 17,000 17,000 0 17,000",CORD-v2
Lemon Tea (L). 1 25.000 Popcorn Salt (S). 1 20.000 45.000 50.000 5.000,CORD-v2
"BASO KUAH 43,636 1 43,636 NASI PUTIH 6.000 1 6.000 A.MINERAL BOTOL 8,000 1 8,000 57,636 5,764 63,400 70.000 6.600",CORD-v2
"Kupon 9 8,182 Kupon 1 20,000 LARGE ICED LEMON TEA 12,273 40,455 4,046 -1 44,500 Rp. 50,000 Rp. 5.500",CORD-v2
"TROPICAL PUNCH 1 30,000 SOUP 50% 1 7,273 SALAD BAR 50% 1 17,273 54,546 5,454 60,000",CORD-v2
"TWIST ORANGE CHOCO DONUT 2 20,000 CHOCOLATE TWIST 2 32,000 REAL CHOCOLATE ROLL 1 16,000 CHOCOLATE SOBORO 2 28,000 96,000 100,000 4,000",CORD-v2
5001-Corn Flakes Cookies 56.000 x1 56.000 4003-Blueberry Fuji 40.000 x1 40.000 6002-Plastic Bag Medium 0 x1 0 96.000 96.000 3,CORD-v2
Coke (L) 1 25.000 Extra Jelly Lychee 1 5.000 Popcorn Salt (M) 1 40.000 70.000 70.000 0,CORD-v2
"CHEESE JOHN 2005 9.500,00 x1 9.500,00 9.500,00 20.000,00 10.500,00 1",CORD-v2
THAI ICED COFFEE @20.000 1 20.000 THAI ICED GREEN TEA @22.000 1 22.000 42.000 42.000 42.000 0,CORD-v2
"RAMES AYAM 26,000 Dendeng PDS 27,000 -300 5,300 58,000 100,000 42,000 2.00 ITEMS",CORD-v2
"CK.MANTAP A 25,455 1 25,455 CHEESE B 20,455 2 40,909 TAKE AWAY 909 1 909 67,273 6,727 74,000 100,000 26,000",CORD-v2
"CAPPUCINO CARAMEL 1 20,909 20,909 2,091 23.000 23.000 1",CORD-v2
"1001-Choco Bun 22,000 x1 22.000 6001-Plastic Bag Small 0 x1 0 22.000 50.000 28.000 2",CORD-v2
"Grilled Dorry Fish 1 42,000 Set Menu Family 1 318,000 Teppan Seafood Udon 1 38,000 398,000 39,800) 21,492 41,949 421,641 421,641",CORD-v2
"EDAMAME 22,500 0.512X 11,520 df shllt by not250 15,900 1X 15,900 CF BUNCIS ORG 20,600 1X 20,600 CABE KERITING CURA 44,900 0.074X 3,323 TOMAT CURAH 16,500 0.198X 3,267 JERUK NIPIS 64,900 0.09X 5,841 CUMI BANGKA 101,900 0.282X 5,471- 28,736 83,716 83,716",CORD-v2
"KING DEAL CHEESE BURGER R 25,000 1 PC BIC 15,909 40.909 4,091 45,000 Rp. 50,000 Rp.5,000",CORD-v2
"POTATO SAUSAGE BREAD 1 19,000 OREO GREEN TEA SPREAD 1 52,000 WHITE CHOCO BANANA SPREAD 1 52,000 123,000 123,000",CORD-v2
"APUCINO MEDIUM 18,182 Gula Murni 100% 18.182 1,818 20.000 20.000",CORD-v2
"CIRENG PANDAWA 1 26,818 26,818 2,681 29,500 29,500 1 1",CORD-v2
"BASO TAHU KWETIAU 43,181 1 43,181 43,181 4,318 TOTAL 47,499 48.000 501",CORD-v2
"TRIPPLE CHEESE 17,000 1 17,000 17,000 17,000 0 17,000",CORD-v2
"PKT TELOR/PERKEDEL 26,000 DENDENG 23,000 SBL GR TERI 17,000 NESTLE 330 ML 8,000 2X 16,000 82,000 8,200 90,200 100,000 9,800 5.00",CORD-v2
"2005-CHEESE JOHN 9.500,00 x1 9.500,00 9.500,00 20.000,00 10.500 1",CORD-v2
"TRIPPLE CHEESE 17,000 1 17,000 17,000 17,000 100,000 83,000",CORD-v2
"SBL GR UDANG SPC 30,000 30,000 3,000 33,000 33,000 1.00",CORD-v2
"SAMGYOPSAL 1 97,000 OGYOPSAL 1 97,000 YUKHWE 1 150,000 RICE 1 15,000 JABCHAE BEEF 1 95,000 OCHA DINGIN 1 15,000 (REFILL) SUNDUBU 1 0 CHIGE s 469,000 0 23,450 49,170 541,620",CORD-v2
"NASI KUNING @36500 2X -29,200 73,000 CENTIKPLANCI @6500 3X -7,800 19,500 MIKA KECIL @0 1X 0 PLASTIK SEDANG @0 1X 0 SENDOK MAKAN @ 0 1X 0 SENDOK MAKAN @0 1X 0 GARPU @ 0 1X 0 GARPU @0 1X 0 55,500 55,500 100,000 44,500 11.00xITEMs",CORD-v2
"HOT OCHA 1 10,000 OCHA 3 30,000 JYO HARAMI 30% 1 99,000 WAKI SALAD 1 45,000 MARBLED SIRLOIN STEAK 200gr 2 378,000 562,000 33,720 59,572 40,000 522,000 655,292",CORD-v2
Pepenero Pastel 15.000 1x 15.000 Arem Arem 12.000 1x 12.000 Rp 27.000 Rp 2.700 Rp 29.700 Rp 29.700,CORD-v2
"REDBEAN BREAD 1 9,000 FRANKFRUT SAUSAGE ROLL 1 12,000 21,000 50,000 29,000",CORD-v2
"NS MINI STICK 1,200 2X 240- 2,400 GERRY SM CHEESE110 8,000 1X 800 - 8,000 DECOLGEN TABLET 4S 2,100 3X 630- 6,300 FIXALL HK 26521 19,900 2X 8,600 - 3,120- 39,800 43,110 43,110 43,110",CORD-v2
"YELLOW 2 20,000 20,000 2,000 22,000 102,000 80,000 2",CORD-v2
THAI ICED TEA @22.000 1 22.000 LESS ICE 22.000 22.000 22.000 0,CORD-v2
"VANBALL @9000 1X 9,000 9,000 9,000 10,000 1,000 1.00xITEMs",CORD-v2
"TWIST DONUT 1 9,000 BANANA DONUT 1 11,000 DARK CHOCOLATE MUFFIN 2 46,000 [MD] MINI CASTELLA CHOCOL 1 11,000 PREMIUM MILK PAN BREAD 1 17,500 APPLE PIE 1 11,000 PAIN AU CHOCOLATE 2 22,000 KAYA BUN 2 19,000 SAUSAGE BREAD 1 15,000 TLJ HOTDOG 1 16,000 177,500 100,000 100,000 22,500",CORD-v2
"RB, Abon Sam RB0006 9,000 1 9,000 9,000 1",CORD-v2
"Salad Deluxe 2 17,272 Perkedel 2 11,818 Chicken HCC, 1PCS 1 15,000 CHARGE TA 1 909 44,999 4,500 1 49,500 50,000 500 6",CORD-v2
"STIX CINNAMON 19,000 1 X 19,000 19,000 19,000 50,000 31,000",CORD-v2
"BULGOGI JEONGSIK 1 150,000 EL KEUN HWANGTAE 1 130,000 SUNDUBU(TUKBEGI) GYERAN CIM 1 45,000 325,000 0 22,750 34,600 382,350 0 382,350",CORD-v2
"BASO TAHU BIHUN 43.636 1 43.636 43.636 4,364 48.000 50.000 2.000",CORD-v2
"BLACK PRAWN PASTA 1 80,500 CARBONARA 1 70,500 EARL GREY MILK TEA 1 57,000 208,000 12,480 22,048 242,528",CORD-v2
"CARAMEL PASTRY 1 12,000 CHOCOLATE TWIST 1 16,000 SAUSAGE BREAD 1 15,000 43,000 50,000 7,000",CORD-v2
ES KOPI SUSU 4 72.000 72.000 0 72.000,CORD-v2
THAI GREEN TEA ICE 1 24.000 24.000 54.000 30.000,CORD-v2
"PKT AYAM 33,000 33,000 3,300 36,300 37,000 700 1.00xITEMS",CORD-v2
RTD Madu Aloevera 15000 1 15000 15000 15000 0,CORD-v2
"SpcPrice Caudburry 1 17,727 17,727 1,773 19,500 100,000 80,500",CORD-v2
2001-Hokkaido Milk Toast 22.000 x1 22.000 6001-Plastic Bag Small 0 x1 0 22.000 22.000 2,CORD-v2
"FL-Xmas 30 Off 1 68,180 PAKET SLICES 1 0 FL Cake - French Vanilla SLC 1 0 PAKET SLICES 1 0 FL Cake - Oreo SLC 1 0 PAKET SLICES 1 0 FL Cake - Strawberry SLC 1 0 68,180 0 6,818 0 0 2 75,000 100,000 25,000 0 1",CORD-v2
"Ayam goreng+Sayur asem 1 51,500 Nasi Uduk Ayam 1 47.000 Nasi Rawon 1 58.000 NASI PUTIH 1 9.000 Mineral Water 2 18.000 Teh Tawar Dingin 2 22.000 Sayur Asem 1 19 000 224.500 11 225 23.573 259.298 9",CORD-v2
"NEW BEEF SPAGHETTI 1 38,182 P/P AMERICAN FAV 1 29,091 PAKET HAPPY HOUR 1 27,273 GARLIC BREAD 1 DILMAH ENGLISH TEA 1 94,546 9,454 104,000",CORD-v2
Cheese Tart 6 Rp 165000.00 PP Carrier Box of 6 Rp 165000.00 Rp 15000.00 Rp 165000.00 Rp 0.00 Rp 165000.00,CORD-v2
"BBQ Chicken 1 41,000 - Tidak Pedas 1 0 41,000 41,000 41,000 0 1",CORD-v2
RTD Jahe 15000 1 15000 15000 15000 0,CORD-v2
"BITTERBALLEN 1.0 33,000 MOZZARELA STICK 1.0 55,000 NOUGAT ICE CREAM 1.0 20,000 SAUCYS BROOD 1.0 19,000 AMANDEL BROOD 1.0 18,000 BOKKEPOOTJES 1.0 90,000 235,000 23,500 258,500 258,500 6 Item(s)",CORD-v2
Mie Jumbo Pst/bakso 34.000 2 68.000 Bakmie Pst/ Bakso 26.000 1 26.000 Liang Teh 5.000 2 10.000 Es /hagat Jeruk 10.000 1 10.000 Krupuk Babi Bungkus 20.000 1 20.000 134.000 - 134.000 150.000 16.000,CORD-v2
"TWIST DONUT 1 9,000 PEACH PASTRY 1 17,000 CHOCO CUSTARD PASTRY 1 12,000 EGG TART 1 13,000 ROYAL CHEESE TART 1 16,000 67,000 67,000 0",CORD-v2
"JASMINE 1 39,000 P. RIBS SP (R) 1 73,000 PORK TENDER (L) 1 72,000 TAIL STOMACH (S) 1 64,000 P. INTESTINE (R) 1 32,000 CAKWE (L) 1 20,000 WHITE RICE 2 20,000 PLAIN CONGEE 1 12,000 332,000 24,900 35,690 39,000 293,000 392,590",CORD-v2
Popcorn Salt (M) 1 40.000 Mineral Water (S) 1 10.000 Fanta Stwbry (L) 1 25.000 75.000 100.000 25.000,CORD-v2
"UDANG REBUS (M) 1 162,000 =*MEDIUM*= ANGSIO TH PC JMR 1 147,000 =*MEDIUM*= AYAM GR KERING 1 108,000 =*MEDIUM*= BIHUN GORENG JJ 1 87,000 =*MEDIUM*= NASI GORENG NJUN 1 87,000 =*MEDIUM*= HOT TEA 12,000 5 60,000 IKAN GURAME MED SOP IKAN 1 158,000 CUMI GR JUNJAN 1 172,000 =*LARGE*== SUP BURUNG DARA 1 38,000 ICED TEA 1 12,000 CHINESE TEA KWAN'IM 1 14,000 NASI PUTIH 10,000 2 20,000 1,065,000 63,900 112,890 959,000 86,000 20,000 1,241,790",CORD-v2
"BBQ Chicken 1 41,000 - Pedas 1 0 41,000 41.000 50.000 9,000 ITEMS:1",CORD-v2
"CINNAMON SUGAR 17,000 1 17,000 17,000 17,000 50,000 33,000",CORD-v2
"TUNA & CHEDDAR 01110000 55,000 ONION RINGS 04100000 19,800 AQUA BTL [13100000 6,600 81,400 100,000 18,600",CORD-v2
"DEPT01 22,000 22,000 100,000 78,000",CORD-v2
1GA+2CK+RW+RB12 30.500 1 30.500 Extra RB 16 4.000 1 4.000 UP Orange 16 1.500 1 1.500 36.000 36.000 50.000 14.000 3,CORD-v2
"Astor Stick Cokelat 40gr 8,000 1 8,000 green tea 8,500 1 8,500 16,500 50,000 33,500",CORD-v2
"BBQ Chicken 1 41,000 - Pedas sedikit 1 0 41,000 51,000 10,000 1",CORD-v2
"NASI UDUK SATE BUNTEL 55,000 1 X 55,000 NASI BALI (EMPAL) 62,000 1 X 62,000 117,000 11,700 128,700 2",CORD-v2
"Benedict Burrito 1 85,000 Lychee Ice Tea 1 40,000 Soup Of The Day 1 45,000 Strawberry jc 1 45,000 215,000 21,500 23,650 260,150 4 4",CORD-v2
Viet Latte 1 19.000 +S +Ice 19.000 19.000 50.000 31.000,CORD-v2
"SOGOGI JAPCHAE 2 320,000 GONG GIBAB 6 120,000 GYERAN MARI 2 0 JEK SEOK TEOK POKI (S) 1 115,000 * MINERAL WATER 1 13,000 EL KEUN HWANGTAE SUNDUBU (TUKBEGI) 2 260,000 DAK GANG JEONG 2 380,000 YANG NYEOM SAM GYEOP SAL 1 120,000 PREMIUM YANGNYEOM GALBISAL 1 250,000 JEKSEOK YANG NYEOM GUI 1 300,000 HAEMUL DENJANG JJIGAE 1 85,000 1,963,000 0 137,410 206,611 2,307,021 0 2,307,021",CORD-v2
"S-Fresh Lemon Lime @14,000 1X 14,000 100% S-Fresh Lemon Lime @14,000 1X 14,000 0% S-Fresh Lemon Lime @14,000 1X 17,000 Bubbles 3,000 100% Less Ice 40,909 4,090 45,000 45,000 0",CORD-v2
"SOP AYM BNG 7,000 TEH TARIK P 15,000 15,000 55,000 40,000 SOP AYM BNG -7,000",CORD-v2
"RB. COKLAT BAR 1 8,000 RB. COKLAT BUN 1 8,000 RB. CREPES CHICKEN 1 9,000 25,000 25,000 50,000 25,000 3 3",CORD-v2
"NESTLE 600 M1 1.00x 9,500 9,500 950 10,450 10,450",CORD-v2
"SINGLE Cone 2 76,364 Strawberry Cheese Run Raisin 76.364 4,200 8.056 88.620",CORD-v2
"ELEPHANT READ BEAN 12,000 1 12,000 chapsal twister donnut 10,000 1 10,000 22,000 22,000 0 2",CORD-v2
"DOUBLE CHICK BREAST 1 89,000 IPED MANDARIN 1 38,000 127,000 12,700) 9,525 13,653 114,300 137,478 137,478 :2 :2",CORD-v2
"Popcorn Salt (M) 1 40.000 Mineral Water (S) 1 10,000 Fanta Stwbry (L) 1 25.000 75.000 100,000 25,000",CORD-v2
"Hokkaido 1 14,000 14.000 14,000 14,000 1",CORD-v2
"TOAST BREAD 28,000 1 28,000 28,000 28,000 0 1",CORD-v2
"- Gyro Platter Large 72,727 72,727 7,273 80,000 80,000",CORD-v2
NASI GORENG 30.000 2 60.000 TEH BTL ES 5.000 TEH TELOR 14.000 SATE PADANG 30.000 NASI GORENG 30.000 2 60.000 169.000 16.900 185.900 200.000 14.100 7,CORD-v2
"CORDON BLEU 49,090 2 98,180 98,180 9,818 107,998 2",CORD-v2
"TRIPPLE CHEESF 17,000 1 17,000 17,000 17,000 20,000 3,000",CORD-v2
Mineral Water (S). 2 20.000 Popcorn Salt (S). 1 20.000 40.000 40.000 0,CORD-v2
Nasi Liwet 1 49.000 Nasi Uduk Ayam 1 47.000 Ayam Garang Asem 1 46.000 Ayam. Kremes 1 47.000 Nila Penyet + Nasi 1 45.000 Nasi Goreng Gila 1 52.000 Nasi Goreng Rawon 1 43.000 Mendoan 1 31.000 Teh Tawar Dingin 3 33.000 Teh Tawar Panas 1 11.000 404.000 20.200 42.420 466.620 12,CORD-v2
Dumpling 1 9.000 Jamur Kuping 1 8.000 Caisim Kecil 1 7.000 Lapchiong 12000 2 24.000 Otak-otak Singapore 11000 2 22.000 Bihun (MLY) 1 8.000 78.000 78.000 78.000,CORD-v2
"CHOCOLATE SUNDAE 8,636 REGULAR FRIES 8,636 TakeAway Charge 909 18,181 1,818 1 20,000 20,000",CORD-v2
"ALMOND CREAM CHEESE 28,000 2 x 56,000 56,000 56,000 56,000 0",CORD-v2
"KUE CUBIT OVO/ SKIPPY 1 39,000 ES BUAH 2 36,000 DODOT KAKEK 1 28,000 DODOT CUCU COKLAT 1 28,000 CHOCOLATE MILK SHAKE 1 22,000 T. TARIK GREENTEA DINGIN 2 40,000 CHOCOLATE MILK SHAKE 1 22,000 ICED CAPPUCINO JELLY 1 24,000 T. TARIK GREENTEA DINGIN 1 20,000 TEH PAHIT PANAS 1 6,000 MINERAL WATER 1 8,000 273,000 0 27,300 0 0 0 0 300,300 13",CORD-v2
"[RICHE] BLACK SAKURA 1 57,273 DRAGON FRUIT 1 0 KIWI 1 0 MANGGO 1 0 ROASTED ALMOND 1 0 YELLOW VELVET 1 0 YELLOW VELVET 1 0 57,273 5,727 0 63,000",CORD-v2
Soto Daging 1 36.364 Nasi Putih 1 6.363 Teh Tawar Hangat 1 3.636 46.363 4.636 1 51.000,CORD-v2
PAKET SUPER MANTAP 2A RAACHA 59.091 1 59.091 RICE 6.364 1 6.364 65.455 6.546 72.001 72.001,CORD-v2
"1009-Roti Kelapa 8.000,00 x2 16.000,00 1245-Plastik Tentengan Kecil 0,00 x1 0,00 16.000,00 50.000,00 34.000,00 3",CORD-v2
"Dom Cha Vire Sls 155.000 1x 155.000 P J Cotes du 105,000 2x 210.000 365,000 73.000 28,200 32.120 353,320",CORD-v2
"AQUA 600ML 5 35,000 BIHUN GORENG SPECIAL 1 41,000 BIHUN MASAK KUAH 1 38,000 ES ALPUKAT 1 18,000 ES TEH MANIS 5 30,000 ES THE TAWAR 1 4,000 IFUMIE 1 43,000 JUICE ALPUKAT 1 20,000 JUICE STRAWBERRY 1 21,000 KWETIAW SIRAM SAPI 1 43,000 KWETIAW SIRAM SEA 1 45,000 KWETIAW GORENG SAPI 1 45,000 KWETIAW GORENG SEA 2 90,000 MIE GORENG SPECIAL 2 82,000 MPEKMPEK K SELAM 1 20,000 MPEKMPEK LENJER 1 20,000 NASI GORENG SPECIAL 2 82,000 TEH MANIS PANAS 3 18,000 TEH TAWAR 2 4,000 YAMIN BASO SAPI 1 30,000 YAMIN PANGSIT REBUS 1 31,000 760,000 76,000 836,000",CORD-v2
"SPECIALTY COMBO 25,000 1 x 25,000 *SOURCREAMONION* 0 1 x 0 *LEMONADER* 5,000 1 x 5,000 BOTTLED WATER 0 1 x 0 *ADES300ML* 5,000 1 x 5,000 35,000 35,000 50,000 15,000",CORD-v2
"CARAMELALMOND 23,000 1 23,000 STIX ECLAIRS 19,000 1 19,000 42,000 42,000 100,000 58,000",CORD-v2
"PAKET DOSIRAK 1 25,975 1 25,975 PAKET DOSIRAK 1 ICE SWEET JASMINE GREENTEA 25,975 1,298 2,727 30,000",CORD-v2
"Choco Peanut 1 10,455 10,455 1,046 11,500 50,000 38,500",CORD-v2
Mineral water (s) 1 15.000 Blend GT (M) 1 55.000 Extra Jelly Lychee 1 5.000 Extra Ice Cream 1 15.000 French Fries + FF 1 50.000 140.000 150.000 10.000,CORD-v2
"MANUKA HONEY 385,000 2X 770,000 770,000 770,000",CORD-v2
"Banana Cho + NuTea 1 20,000 20,000 2,000 22,000 22.000",CORD-v2
"TWIST ORANGE CHOCO DONUT 1 10,000 10,000 10,000 0",CORD-v2
3002-Kyoto Choco Mochi 14.000 x3 42.000 1019-Choco Banana 28.000 x1 28.000 6001-Plastic Bag Small 0 x1 0 70.000 70.000 5,CORD-v2
"Nutella Cheese 2 54,544 54,544 5,454 59,998 59,998",CORD-v2
"CUSTARD SOBORO 1 12,000 12,000 12,000 0",CORD-v2
"Peach Tea 3 44,400 Lemon Tea 4 59,200 Chicken Kazan Curry 1 69,800 ** = NUKE = --- Chicken Karamiso Special 1 54,800 Chicken Shio Special 2 109,600 Beef Set A 1 99,800 * Beef Sukiyaki Ramen Sh --- * Chicken Gyoza --- 437,600 21,880 45,948 505,428",CORD-v2
"CINNAMON SUGAR 17,000 2 34,000 34,000 34,000 40,000 6,000",CORD-v2
"CHOCO TIME 1 50,000 50,000 50,000",CORD-v2
"LONTONG CAP GO MEH 57,000 1 X 57,000 NASI LIWET (SATE BUNTEL AYAM) 45,000 1 X 45,000 TEH JAWA 13,000 2 X 26,000 128,000 12,800 140,800 4",CORD-v2
"BAGUETTE 1 18,500 18,500 50,000 31,500",CORD-v2
"Angus Striploin 1 295,000 Chicken Steak 1 140,000 CK Redvelvet 1 65,000 Creamed Spinach 1 40,000 F Squeeze Orange 1 60,000 House Blend 1 40,000 Ice Tea Peach 1 45,000 Ice Tea Rasp 2 90,000 Jasmine Tea 1 40,000 Roasted Chicken 2 300,000 Salmon 1 170,000 Salmon Seaweed Bowl 1 150,000 Sorbet 1 55,000 1,490,000 149,000 163,900 275,000 1,095,000 0 120,000 1,802,900",CORD-v2
